ID,DOT,Question,Answer1,Answer2,Answer3,Answer4,CorrectAnswer,Category,Subcategory,Explanation,MustInclude,Difficulty
98,SSA-4.17,What should you do if a guest becomes ill or loses consciousness in your establishment?,Call their friends,Call emergency services immediately,Ask them to leave,Wait to see if they recover,2,Intervention & Refusal,Emergency Response,A guest who loses consciousness or becomes severely ill requires immediate emergency medical assistance. Call 911 without delay.,0,3
99,SSA-5.16,Can an establishment be held liable if they did not know the guest was intoxicated?,Generally no if they exercised reasonable care,Yes always,No never,Only if the guest drove,1,Legal Liability,Liability Defense,Reasonable care — including consistent ID checking monitoring and documentation — provides a defense against liability claims. Establishments are generally not liable when they exercised proper care.,0,3
100,SSA-5.17,What is the significance of a guest's BAC level in a dram shop case?,BAC is irrelevant,High BAC at the time of an incident can support a claim that the guest was visibly intoxicated when served,Only matters if over 0.15%,BAC cannot be used as evidence,2,Legal Liability,BAC and Liability,BAC evidence taken after an incident can be used to retroactively estimate the guest's level of intoxication at the time they were served providing evidence in liability cases.,0,3
101,SSA-6.16,What is the purpose of non-alcoholic beverage options on a menu?,Purely decorative,To provide alternatives for guests who are not drinking or slowing down,Only for designated drivers,Required by law,2,Responsible Service,Non-Alcoholic Options,Visible non-alcoholic options make it easier for guests to switch without feeling singled out and support a responsible service environment.,0,2
102,SSA-6.17,How should an establishment handle a situation where a large group is becoming collectively intoxicated?,Continue serving since no individual is visibly intoxicated,Alert management and consider slowing or stopping service to the group,Serve only beer to the group,Ask the group to leave,2,Responsible Service,Group Management,Groups can collectively encourage higher consumption. When a group is becoming intoxicated alert management and consider service strategies for the group as a whole.,0,3
103,SSA-1.18,A guest presents a vertical ID which typically indicates they were under 21 when it was issued. What should you check?,Nothing — vertical IDs are always for minors,Whether the birthdate makes them currently 21 or older,Refuse service — all vertical IDs mean the person is under 21,Ask for a different ID,2,ID Verification,Vertical ID,Many states issue vertical IDs to people under 21. However the person may now be of legal age. Calculate their current age from the birthdate rather than assuming.,0,3
104,SSA-2.18,A guest who appeared sober an hour ago is now showing signs of intoxication. What does this tell you?,They brought their own alcohol,Their intoxication level has increased and service decisions need to be reassessed,They are faking,Nothing — people's moods change,2,Signs of Intoxication,Ongoing Monitoring,Intoxication develops over time. A guest who was sober earlier may now be impaired. Ongoing monitoring allows you to catch these changes and respond appropriately.,0,2
105,SSA-3.18,A 120-pound woman and a 200-pound man drink the same number of drinks in the same time. Who will likely have the higher BAC?,The man,They will be equal,The woman,It depends on the type of drink,3,BAC & Physiology,BAC Factors,Body weight significantly affects BAC. A lighter person will have less body water to dilute the alcohol resulting in a higher BAC from the same amount consumed.,0,2
106,SSA-4.18,A guest refuses to give up their keys. What is the most appropriate next step?,Force them to hand over the keys,Call law enforcement,Accept that you cannot stop them,Ask another guest to distract them,2,Intervention & Refusal,Drunk Driving Prevention,You cannot physically restrain a guest. However calling law enforcement is appropriate when a guest who is intoxicated intends to drive.,0,3
107,SSA-5.18,Which of the following is an example of negligent alcohol service?,Refusing service to a visibly intoxicated guest,Checking IDs consistently,Continuing to serve a guest who is visibly intoxicated,Offering food to guests who are drinking,3,Legal Liability,Negligent Service,Continuing to serve a visibly intoxicated guest is the definition of negligent alcohol service and is the basis of most dram shop liability claims.,0,2
108,SSA-6.18,What is a reasonable accommodation for a guest who has been refused service?,Offer to call a cab and provide water,Ask them to leave immediately,Ignore them,Offer a non-alcoholic drink and engage them in conversation,4,Responsible Service,Post-Refusal Care,After refusing service continuing to provide hospitality through non-alcoholic beverages and conversation keeps the guest comfortable and reduces the risk of confrontation.,0,2
109,SSA-1.19,A guest presents a temporary paper driver's license. Should you accept it?,Never — only accept plastic IDs,Yes if it is government-issued and includes a birthdate and photo,Only if they also have a second ID,Only for beer not spirits,2,ID Verification,Temporary ID,Temporary paper licenses are issued by the DMV and are valid government documents. They should include necessary information to verify age.,0,2
110,SSA-2.19,Why might a guest who appears sober still be dangerously intoxicated?,They are pretending to be sober,Their tolerance allows them to mask signs of impairment,They had food earlier,They are naturally uncoordinated,2,Signs of Intoxication,Tolerance,High tolerance allows some people to appear sober at BAC levels that would visibly impair others. This makes them just as dangerous — especially behind the wheel.,0,3
111,SSA-3.19,How long after the last drink does BAC typically peak?,Immediately,30 to 90 minutes,3 hours,6 hours,2,BAC & Physiology,BAC Peak,BAC typically peaks 30 to 90 minutes after the last drink depending on food intake and other factors. This means a guest may continue to become more impaired after stopping drinking.,0,3
112,SSA-4.19,What is a common mistake servers make when trying to avoid conflict during a refusal?,Being too direct,Being vague and giving inconsistent messages,Involving management,Offering alternatives,2,Intervention & Refusal,Refusal Techniques,Vague messaging such as maybe just one more sends mixed signals. Clear consistent communication is essential for an effective refusal.,0,3
113,SSA-5.19,What does visible intoxication mean in a legal context?,The guest has a BAC of 0.08% or higher,Observable signs of intoxication that a reasonable person would recognize,The guest is unconscious,The guest has slurred speech only,2,Legal Liability,Legal Definitions,Visible intoxication is a legal standard based on observable signs. Courts will assess whether a reasonable server would have recognized the signs of intoxication based on the guest's behavior.,0,3
114,SSA-6.19,How does consistent responsible service training benefit an establishment?,It increases paperwork,It reduces legal risk ensures consistent service and creates a safer environment,It reduces staff morale,It is only required once,2,Responsible Service,Training Benefits,Regular training ensures all staff apply the same standards reduces legal exposure improves the guest experience and creates a culture of responsibility.,0,2
115,SSA-1.20,What should you do if the ID scanner shows a valid result but the photo does not match the guest?,Trust the scanner and serve the guest,Verify manually — the scanner validates the ID not the identity,Confiscate the ID,Call the police,2,ID Verification,Technology Limits,ID scanners verify that an ID is technically valid but cannot confirm that the person using it is the ID's legitimate owner. Visual verification of the photo is always required.,0,3
116,SSA-2.20,A guest is crying and appears emotionally upset. Could this affect your service decision?,No — emotions are not related to intoxication,Possibly — alcohol amplifies emotions and emotional distress can interact with intoxication,Only if they ask for more drinks,No — serve them as normal,2,Signs of Intoxication,Special Circumstances,Emotional distress combined with alcohol can escalate quickly. A guest who is both upset and intoxicated warrants closer monitoring and potentially slowed service.,0,3
117,SSA-3.20,What happens to BAC when a person stops drinking?,It immediately drops to zero,It continues to rise for a period before declining,It stays constant,It drops at the same rate alcohol was consumed,2,BAC & Physiology,BAC Curve,BAC continues to rise after the last drink until all alcohol has been absorbed typically 30 to 90 minutes. Then it declines at approximately one standard drink per hour.,0,3
118,SSA-4.20,Why is it important to stay calm when refusing service?,It shows you do not care,Calm communication is more effective and reduces the risk of escalation,It is required by law,It protects you from being blamed,2,Intervention & Refusal,Communication Skills,Calm professional communication reduces the chance of confrontation and keeps the interaction focused on safety rather than conflict.,0,2
119,SSA-5.20,Which of the following could increase an establishment's liability in a dram shop case?,Consistent ID checking,Refusing service to visibly intoxicated guests,Serving a guest who later reported feeling fine,Continuing service after a guest showed clear signs of intoxication,4,Legal Liability,Liability Factors,Continuing to serve a guest who has shown clear signs of intoxication is direct evidence of negligent service and significantly increases liability exposure.,0,3
120,SSA-6.20,What is the most important thing a server can do to protect themselves and their establishment?,Memorize drink recipes,Apply responsible service standards consistently every shift,Avoid serving alcohol entirely,Only work day shifts,2,Responsible Service,Server Responsibility,Consistent application of responsible service standards on every shift is the most effective protection for both the server personally and the establishment legally.,0,2
121,SSA-1.21,What is the purpose of checking the expiration date on an ID?,To ensure the ID was recently issued,To confirm the ID is currently valid and has not been altered,To verify the guest's address,To determine how long they have been of legal age,2,ID Verification,Expiration Date,An expired ID is no longer a valid government document and cannot be used for age verification. Checking the expiration date is a standard step in ID verification.,0,1
122,SSA-2.21,A guest's speech is slightly slurred but they insist they only had one drink. What should you do?,Believe them and continue service,Continue monitoring closely and consider slowing service,Immediately refuse service,Ask to see a receipt from another bar,2,Signs of Intoxication,Conflicting Information,Observable signs take priority over a guest's claims about how much they have consumed. Slurred speech is a sign of impairment regardless of what the guest reports.,0,2
123,SSA-3.21,How does drinking rate affect BAC?,Faster drinking means lower BAC,Faster drinking means higher BAC because the liver cannot keep pace,Drinking rate has no effect,Only matters for spirits not beer,2,BAC & Physiology,Drinking Rate,When alcohol is consumed faster than the liver can process it BAC rises more quickly. The liver's processing rate is fixed at approximately one standard drink per hour.,0,2
124,SSA-4.21,A manager tells you to serve a guest you believe is intoxicated. What should you do?,Follow the manager's instruction,Express your concern and ask the manager to assess the guest themselves,Serve the guest to avoid conflict,Quit your job,2,Intervention & Refusal,Manager Conflicts,You are personally responsible for your service decisions. Express your professional concern clearly and ask the manager to personally evaluate the guest before proceeding.,0,3
125,SSA-5.21,What is the significance of having written responsible service policies in an establishment?,They are required by law in all states,They demonstrate a commitment to responsible service and provide operational guidelines,They only matter during an inspection,They protect management but not servers,2,Legal Liability,Written Policies,Written policies demonstrate a systematic commitment to responsible service. They provide clear guidance to staff and serve as evidence of responsible practices in legal proceedings.,0,2
126,SSA-6.21,How does the physical layout of an establishment affect responsible service?,It has no effect,Good visibility of all guests allows staff to monitor consumption and behavior more effectively,Only matters for security,It only affects fire safety,2,Responsible Service,Establishment Design,An establishment designed so that servers have clear sightlines to all guests makes it much easier to monitor consumption and identify guests who may need intervention.,0,3
127,SSA-1.22,A guest presents an out-of-state driver's license. Is this acceptable?,No — only your state's ID is acceptable,Yes — all state driver's licenses are valid government-issued ID,Only if accompanied by a second ID,Only for guests over 25,2,ID Verification,Out of State ID,All state driver's licenses are valid government-issued identification. An out-of-state ID should be accepted as long as it appears genuine and is not expired.,0,1
128,SSA-2.22,A guest is becoming increasingly flirtatious and making comments they would likely not make when sober. This is a sign of,Attraction,Intoxication affecting inhibitions,Good mood,Nervousness,2,Signs of Intoxication,Behavioral Signs,Loss of inhibitions including inappropriate flirtatious behavior is a sign that alcohol is affecting the guest's judgment and self-regulation.,0,2
129,SSA-3.22,Can exercise like jumping jacks speed up alcohol metabolism?,Yes — exercise speeds up the liver,No — the liver processes alcohol at a fixed rate regardless of activity,Yes — but only aerobic exercise,Only in people under 30,2,BAC & Physiology,Myths,Exercise does not accelerate alcohol metabolism. The liver processes alcohol at approximately one standard drink per hour regardless of physical activity.,0,2
130,SSA-4.22,What is the most effective thing you can say to slow a guest's consumption without confrontation?,Nothing — just serve them slower,I will get your next drink started in a few minutes or Can I bring you some water or a snack first?,You have had enough,I think you should slow down,2,Intervention & Refusal,De-escalation,Offering water food or pacing language is a non-confrontational way to slow consumption. It addresses the guest's needs without focusing on their intoxication.,0,2
131,SSA-5.22,Can an establishment be liable for serving alcohol to a guest who later drove and injured someone even if the guest seemed sober when served?,Yes if they served them excessively even without visible signs,Generally no if the guest showed no signs of intoxication and was not over-served,Always — any alcohol service creates liability,No — once the guest leaves liability ends,2,Legal Liability,Liability Scope,Liability generally requires visible intoxication or excessive service. If the guest showed no signs of impairment and was not over-served the establishment's liability is significantly reduced.,0,3
132,SSA-6.22,What role do non-alcoholic cocktails play in responsible service?,They are a novelty item,They provide an option for guests who want to pace themselves without feeling excluded,They are required by law,They are only for designated drivers,2,Responsible Service,Inclusive Service,Non-alcoholic cocktails allow guests to participate in the social experience without consuming alcohol. They are a valuable tool in supporting guests who want to moderate their intake.,0,2
133,SSA-1.23,What is the risk of accepting a photocopy of an ID?,Photocopies cannot be verified as authentic and may easily be altered,Photocopies are acceptable if the photo is clear,A photocopy is valid for 30 days,Only a risk for digital copies,1,ID Verification,Invalid ID Forms,Photocopies of IDs are not acceptable. They cannot be verified as authentic and are easily manipulated. Only original government-issued documents should be accepted.,0,2
134,SSA-2.23,How does emotional state affect the signs of intoxication?,It has no effect,Emotional state can mask or amplify signs of intoxication making assessment more challenging,Emotional people are always intoxicated,Calm people cannot be intoxicated,2,Signs of Intoxication,Assessment Challenges,Strong emotions can mask signs of intoxication or cause behaviors that resemble intoxication. Combined assessment of physical and behavioral signs is most reliable.,0,3
135,SSA-3.23,What is the effect of drinking over a longer period of time compared to the same amount consumed quickly?,Longer period results in higher BAC,Longer period generally results in lower peak BAC because the liver has more time to process,No difference in BAC,Only matters for wine,2,BAC & Physiology,Drinking Rate,Spreading consumption over more time allows the liver to process alcohol as it is consumed reducing the peak BAC compared to consuming the same amount rapidly.,0,2
136,SSA-4.23,A guest who was refused service has been sitting quietly for 30 minutes. What should you do?,Ignore them completely,Offer them water or a non-alcoholic beverage and check in periodically,Assume they are fine and offer alcohol again,Ask them to leave,2,Intervention & Refusal,Post-Refusal Care,Continued hospitality after a refusal keeps the guest comfortable reduces confrontation and allows you to monitor their recovery before they leave.,0,2
137,SSA-5.23,What is the difference between criminal liability and civil liability in alcohol service?,There is no difference,Criminal liability involves prosecution by the state while civil liability involves lawsuits by injured parties,Civil liability is more serious than criminal,Criminal liability only applies to the establishment owner,2,Legal Liability,Types of Liability,Criminal liability can result in fines and imprisonment. Civil liability results in financial damages paid to injured parties. Both can arise from negligent alcohol service.,0,3
138,SSA-6.23,How should an establishment communicate its responsible service policy to guests?,It should not be communicated to guests,Through menu notes signage and server communication,Only through the manager,Only if a guest asks,2,Responsible Service,Guest Communication,Visible communication of responsible service policies through signage menus and server language sets expectations and demonstrates the establishment's commitment to safety.,0,2
139,SSA-1.24,How long should you spend checking an ID?,As little time as possible to avoid offending the guest,Enough time to verify the photo birthdate expiration and security features,Only the birthdate needs to be checked,At least five minutes per guest,2,ID Verification,ID Checking Process,A thorough ID check includes verifying the photo birthdate expiration date and at least one security feature. This typically takes 10 to 20 seconds but should not be rushed.,0,2
140,SSA-2.24,A guest is becoming repetitive telling the same story multiple times. Is this a sign of intoxication?,No — some people just repeat themselves,Yes — repetitive speech and behavior can indicate intoxication,Only in combination with slurred speech,Only if they are elderly,2,Signs of Intoxication,Behavioral Signs,Repetitive speech and behavior are behavioral signs of intoxication reflecting alcohol's effect on short-term memory and cognitive function.,0,2
141,SSA-3.24,What is the effect of high-proof spirits compared to lower-proof beverages on BAC?,No difference if the same volume is consumed,Higher proof means more alcohol per volume resulting in higher BAC,Lower proof always results in lower BAC,Proof only matters for shots not mixed drinks,2,BAC & Physiology,Alcohol Content,Higher proof spirits contain more alcohol per volume. Consuming the same volume of a high-proof spirit versus a low-proof beer will result in a significantly higher BAC.,0,2
142,SSA-4.24,What is the best time to discuss your establishment's responsible service policy with a guest?,After they are intoxicated,Before or at the beginning of service,Only if they ask,When refusing service,2,Intervention & Refusal,Proactive Communication,Communicating responsible service standards early in the interaction sets clear expectations and reduces conflict when intervention becomes necessary.,0,2
143,SSA-5.24,Can an establishment face liability if a server over-serves a guest against the establishment's own policy?,Yes — the establishment is still liable for its employees' actions,No — the policy protects the establishment,Only if the manager knew,Only if the guest was injured,1,Legal Liability,Employee Actions,Establishments are generally liable for the actions of their employees even if those actions violate internal policy. The policy provides some defense but does not eliminate liability.,0,3
144,SSA-6.24,What should a server do if they are unsure whether to serve a guest?,Default to serving since it is easier,Consult a manager and err on the side of caution,Serve one more drink and monitor closely,Ask the guest if they feel okay,2,Responsible Service,Decision Making,When in doubt err on the side of caution. Consulting a manager is always appropriate. The cost of over-caution is far lower than the cost of over-service.,0,2
145,SSA-1.25,A guest argues that they should not need to show ID since they are obviously over 21. What should you do?,Agree — they clearly look over 21,Explain that carding everyone is your policy and request their ID,Card them only if they look under 25,Skip the ID check this time,2,ID Verification,Carding Policy,Carding everyone regardless of apparent age is your best policy. It removes subjectivity protects you legally and ensures consistent application of the law.,0,2
146,SSA-2.25,Why is it important to note the time when a guest first shows signs of intoxication?,For billing purposes,To assess how quickly their condition is progressing and inform service decisions,To report to management at end of shift,There is no reason to note the time,2,Signs of Intoxication,Documentation,Knowing when signs first appeared helps assess the trajectory of intoxication and can be important documentation if an incident occurs.,0,3
147,SSA-3.25,What is the approximate BAC at which most people experience significant impairment of judgment and coordination?,0.02%,0.05%,0.08%,0.15%,3,BAC & Physiology,Impairment Levels,At 0.08% most people experience significant impairment of judgment reaction time and coordination. This is why 0.08% is the legal driving limit in most U.S. states.,0,2
148,SSA-4.25,After refusing service to a guest what is the minimum you must ensure before they leave?,That they paid their tab,That they have a safe way home and are not driving,That they signed a waiver,That they ate food,2,Intervention & Refusal,Safe Departure,Your duty of care includes ensuring the guest has safe transportation. Allowing an intoxicated guest to drive after refusing service does not fulfill your responsible service obligations.,0,3
149,SSA-5.25,What is the strongest protection against liability in alcohol service?,Insurance coverage,Consistent responsible service practices documented training and incident records,Having a lawyer on retainer,Limiting alcohol sales,2,Legal Liability,Best Practices,The combination of consistent responsible service documented training programs and thorough incident records represents the strongest multi-layered protection against liability claims.,0,3
150,SSA-6.25,What distinguishes well-trained servers from those with only minimum required training?,Knowledge of drink recipes,A deeper understanding of responsible service principles the ability to recognize signs earlier and confidence in intervention,The ability to make more cocktails,Faster service times,2,Responsible Service,Training Value,Comprehensive training develops judgment and confidence not just compliance. Servers who understand why responsible service matters are more effective at applying it consistently.,0,2
151,SSA-ADV-1,What is the ABC in most states?,Alcohol Beverage Control,Alcohol Beverage Commission,Alcohol Board of Compliance,Alcohol Bureau of Control,1,Legal Liability,Regulatory Bodies,ABC stands for Alcohol Beverage Control. It is the state or municipal agency responsible for enforcing alcohol regulations and issuing liquor licenses.,1,3
152,SSA-ADV-2,A guest switches from beer to doubles of spirits midway through the evening. What does this suggest?,They prefer spirits to beer,They may be trying to increase intoxication rate — a sign of problem drinking,Nothing unusual,They are celebrating,2,Signs of Intoxication,Behavioral Patterns,Switching to stronger drinks or ordering doubles mid-evening is a behavioral indicator of intentional intoxication. This warrants closer monitoring and possible intervention.,1,3
153,SSA-ADV-3,Approximate BAC of a 160-pound man who drinks five 12-ounce beers in one hour?,0.05%,0.08%,0.10%,0.15%,3,BAC & Physiology,BAC Calculation,A 160-pound man who drinks five standard drinks in one hour will have an approximate BAC of 0.10% — well above the legal driving limit of 0.08%.,1,3
154,SSA-ADV-4,Approximate BAC of a 100-pound woman who drinks three 5-ounce glasses of wine in one hour?,0.08%,0.10%,0.13%,0.18%,3,BAC & Physiology,BAC Calculation,A 100-pound woman consuming three standard drinks in one hour will have an approximate BAC of 0.13% — significantly above the legal limit.,1,3
155,SSA-ADV-5,How do you convert proof to percentage of alcohol?,Multiply proof by 2,Divide proof by 2,Proof equals percentage,Subtract 10 from proof,2,BAC & Physiology,Alcohol Content,To convert proof to alcohol percentage divide by 2. 80-proof vodka is 40% alcohol. 100-proof whiskey is 50% alcohol.,1,3
156,SSA-ADV-6,What does body fat mean for alcohol absorption?,Body fat absorbs alcohol reducing BAC,Body fat does not absorb alcohol so it stays in the bloodstream,Higher body fat means faster metabolism,Body fat has no effect on BAC,2,BAC & Physiology,BAC Factors,Unlike muscle body fat does not absorb alcohol. A person with higher body fat will have a higher BAC than a lean person of the same weight drinking the same amount.,1,3
157,SSA-ADV-7,What is R.E.F.U.S.E. used for in alcohol service?,A method for calculating BAC,A technique for diplomatically refusing service to an intoxicated guest,A legal term for dram shop liability,A checklist for checking IDs,2,Intervention & Refusal,Refusal Techniques,R.E.F.U.S.E. is a structured approach to refusing service: Remain calm Express concern Find alternatives Use supportive language Stay firm End the conversation professionally.,1,3
158,SSA-ADV-8,Is it illegal to serve alcohol to a pregnant woman?,Yes — always illegal,No — no federal law prohibits it though establishments may have policies,Only in states with dram shop laws,Only if she is visibly showing,2,Legal Liability,Special Circumstances,There is no federal law prohibiting alcohol service to pregnant women. Establishments may have their own policies. Servers should use professional judgment and follow house policy.,1,3
159,SSA-ADV-9,What are the three things most states hold a server criminally liable for?,Serving a minor serving an intoxicated guest and possessing or allowing drug sales,Serving a minor over-charging a guest and closing early,Serving doubles serving a minor and refusing service,Serving after hours over-pouring and serving a pregnant woman,1,Legal Liability,Criminal Liability,Most states hold servers criminally liable for serving alcohol to a minor serving a guest who is or appears intoxicated and possessing selling or allowing the sale of drugs on the premises.,1,3
160,SSA-ADV-10,What is the difference between criminal and civil law in alcohol service?,No difference,Criminal law involves state prosecution while civil law involves lawsuits from injured parties seeking financial damages,Civil law is more serious,Criminal law only applies to establishments,2,Legal Liability,Types of Liability,Criminal law involves the state prosecuting for violations of alcohol laws. Civil law involves private parties suing for damages caused by negligent alcohol service.,1,3
161,SSA-ADV-11,What are liquor authorities like ABC responsible for?,Setting prices issuing licenses prosecuting servers and setting hours,Enforcing alcohol laws issuing licenses conducting inspections and taking disciplinary action,Training servers setting menus and closing bars,Only issuing fines,2,Legal Liability,Regulatory Bodies,Liquor authorities enforce alcohol laws issue and revoke licenses conduct inspections and take disciplinary actions including fines suspensions and license revocations.,1,3
162,SSA-ADV-12,Will a lean person have a higher BAC than a person with more body fat drinking the same amount?,Yes — a lean person will have a higher BAC,No — body fat increases BAC,They will be equal,Only applies to women,1,BAC & Physiology,BAC Factors,True. Body fat does not absorb alcohol. A lean person has more muscle mass which contains more water helping distribute alcohol. A person with more body fat has less body water making alcohol more concentrated and raising BAC.,1,3
163,SSA-ADV-13,What are caps in dram shop law?,Limits on alcohol serving sizes,Limits on the financial damages that can be awarded to injured parties,Restrictions on serving hours,Maximum drinks per guest,2,Legal Liability,Dram Shop Law,Caps in dram shop law refer to statutory limits on financial damages awarded to injured third parties in lawsuits against alcohol-serving establishments. These caps vary by state.,1,3
164,SSA-ADV-14,What should a backup person NOT do when stopping alcohol service?,Stand nearby for support,Remain calm,Stand as close to the guest as possible,Let the primary server lead,3,Intervention & Refusal,Team Intervention,The backup person should not crowd or physically intimidate the guest. Standing too close can escalate the situation. The backup role is to provide support not to confront.,1,3
165,SSA-ADV-15,Why is the phrase you have had enough ineffective when refusing service?,It is too formal,It is accusatory embarrassing and tends to escalate conflict rather than defuse it,It is too casual,It is legally insufficient,2,Intervention & Refusal,Communication,Accusatory language embarrasses the guest invites argument and escalates the situation. Professional refusal focuses on what the server can do not on judging the guest.,1,3
166,SSA-ADV-16,Are carbohydrates the best food to slow alcohol absorption?,Yes — carbohydrates are best,No — protein and fat are more effective at slowing absorption,Carbohydrates absorb alcohol directly,All foods are equally effective,2,BAC & Physiology,Food and Alcohol,Contrary to common belief carbohydrates are not the best food for slowing alcohol absorption. High-protein and high-fat foods are more effective at slowing gastric emptying.,1,3
167,SSA-ADV-17,What does it mean that dram shop laws allow third parties to sue?,Only the drunk driver can sue,A person not at the establishment can sue if injured by an intoxicated guest served there,Only guests at the establishment can file claims,Third parties can only sue in criminal court,2,Legal Liability,Third Party Claims,Dram shop laws allow third parties — people not at the establishment but harmed by an intoxicated guest — to sue both the guest and the establishment that served them.,1,3
168,SSA-ADV-18,What is the significance of a guest switching to larger or stronger drinks?,They prefer stronger flavors,It may indicate intent to become intoxicated more rapidly,Nothing unusual,They are a regular customer,2,Signs of Intoxication,Behavioral Indicators,Ordering larger or stronger drinks signals that the guest may be chasing intoxication. This warrants closer monitoring and proactive intervention.,1,3
169,SSA-ADV-19,What factors help estimate a guest BAC without a breathalyzer?,Ask them how they feel,Body weight number of drinks time elapsed and gender,Count how many times they blink,BAC cannot be estimated without equipment,2,BAC & Physiology,BAC Estimation,Servers can estimate BAC using body weight number of drinks type of drinks time elapsed and gender. This mental math helps inform service decisions even without testing equipment.,1,3
170,SSA-ADV-20,What is an incident report and why is it important?,A report filed with ServSafe after certification,A written record of significant events that protects the establishment in legal proceedings,A daily sales report,A health department requirement,2,Legal Liability,Documentation,An incident report documents significant events such as refusals altercations or emergencies. These records are critical evidence of responsible service practices in legal proceedings.,1,3
171,SSA-ADV-21,What is the liquor liability if a minor uses a convincing fake ID?,No liability at all in any state,Liability varies by state — some offer protection others do not,Full liability always,Only civil liability,2,Legal Liability,Minor Service Defense,The fake ID defense varies by state. Some states provide protection if the ID appeared genuine and was checked carefully. Others impose strict liability. Knowing your state law is essential.,1,3
172,SSA-ADV-22,What happens to alcohol absorption when a guest drinks carbonated beverages?,Absorption slows significantly,Absorption rate is unaffected,Absorption speeds up because carbonation increases passage from stomach to small intestine,Carbonation neutralizes alcohol,3,BAC & Physiology,Absorption Factors,Carbonated beverages speed alcohol absorption by increasing gastric pressure and accelerating passage of alcohol into the small intestine where most absorption occurs.,1,3
173,SSA-ADV-23,In a team intervention what is the primary versus backup role?,They have the same role,Primary server leads communication while backup provides presence without crowding the guest,Backup person does all the talking,Manager handles everything,2,Intervention & Refusal,Team Intervention,In a team intervention the primary server delivers the refusal professionally. The backup is present for support and safety but should not crowd the guest or take over the conversation.,1,3
174,SSA-ADV-24,What distinguishes Advanced certified employees from Primary certified?,Advanced certified employees can serve more alcohol,Advanced certification demonstrates mastery of broader management-level responsible service competencies,Advanced certification only applies to bartenders,There is no practical difference,2,Responsible Service,Certification Levels,The Advanced certification demonstrates mastery of responsible service at a management level including advanced intervention documentation and legal knowledge beyond the Primary exam.,1,3
175,SSA-ADV-25,What standard do courts use to determine if a server should have recognized intoxication?,Whether the guest admitted to being drunk,The reasonable server standard — whether a trained server would have recognized the signs,Whether the guest failed a breathalyzer,Whether the guest ordered more than five drinks,2,Legal Liability,Legal Standards,Courts apply the reasonable server standard — would a reasonable trained server have recognized that this guest was visibly intoxicated. This is why training and consistent monitoring are critical.,1,3
